Anon Student Id,CF (Semantic Event Id),Session Id,Time,Level (Workspace Id),Problem Name,Step Name,KC Model(MATHia),CF (Skill Previous p-Known),CF (Skill New p-Known),CF (Rule Id),Attempt At Step,Action,Outcome,CF (Is Autofilled),Help Level,Input,CF (Etalon),CF (Workspace Progress Status),CF (Workspace Variant Id),CF (Encounter),CF (Is Review Mode),CF (Is StepByStep),CF (Problem Scenario Tags),CF (Anon School Id),CF (Anon Class Id)
stu_GELPT83462,f5f9d958-f6a6-4a6b-9e87-68d526235c4e,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709090612,ratio_proportion_change4,ratio_proportion_mix4-075,FinalAnswer,calculate part-percent-1,0.632,0.902456718090267,,1,Attempt,OK,False,0,omitted,{value=126},GRADUATED,empty-variant,0,-1,False,[],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,43430e54-c3e4-4d15-be19-8e4571317a61,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709090796,ratio_proportion_change4,ratio_proportion_mix4-075,OptionalTask_1,,,,,1,Attempt,OK,True,0,omitted,{value=true},GRADUATED,empty-variant,0,-1,False,[],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,6ac43135-c03d-46ef-8c89-8f3d57b73562,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709090797,ratio_proportion_change4,ratio_proportion_mix4-075,DenominatorFactor,,,,,1,Attempt,OK,True,0,omitted,{value=2.25},GRADUATED,empty-variant,0,-1,False,[],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,7e089fb9-5c86-4cc6-8700-eea1b3247d3d,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709090927,ratio_proportion_change4,ratio_proportion_mix4-075,NumeratorFactor,,,,,1,Attempt,OK,True,0,omitted,{value=2.25},GRADUATED,empty-variant,0,-1,False,[],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,fb175e85-a826-4aea-b8f2-d325ae05d83a,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709090993,ratio_proportion_change4,ratio_proportion_mix4-075,EquationAnswer,,,,,1,Attempt,OK,True,0,omitted,{value=126},GRADUATED,empty-variant,0,-1,False,[],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,f25ae9f8-0d14-4624-b8c9-2ed7caa4d15f,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709096729,ratio_proportion_change4,ratio_proportion_mix4-075,,,,,,0,Done,OK,False,0,omitted,,GRADUATED,empty-variant,0,-1,False,[],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,26b5b426-273e-4e35-9bfb-0e310fc86338,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709128624,ratio_proportion_change4,ratio_proportion_mix4-074,NumeratorQuantity1,enter given part in proportion-1,0.871,0.779080667542186,"entered any variable, including [y]",1,Attempt,JIT,False,0,omitted,{value=651},GRADUATED,empty-variant,0,-1,False,[],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,1f1d832c-d724-40d7-93c9-cd014ba6adf2,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709131156,ratio_proportion_change4,ratio_proportion_mix4-074,NumeratorQuantity1,,,,"entered any variable, including [y]",2,Attempt,JIT,False,0,omitted,{value=651},GRADUATED,empty-variant,0,-1,False,[],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,65a87f3b-fce6-4154-a119-99e391eb2832,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709142704,ratio_proportion_change4,ratio_proportion_mix4-074,NumeratorQuantity1,,,,,3,Attempt,OK,False,0,omitted,{value=651},GRADUATED,empty-variant,0,-1,False,[],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,10b9620d-46f4-4409-b646-72fb9304df63,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709148107,ratio_proportion_change4,ratio_proportion_mix4-074,DenominatorQuantity1,enter given total in proportion-1,0.989301534036433,0.999195783973805,,1,Attempt,OK,False,0,omitted,{value=700},GRADUATED,empty-variant,0,-1,False,[],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,b2d57eab-5d45-4fc3-9b16-668164cc419a,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709157187,ratio_proportion_change4,ratio_proportion_mix4-074,NumeratorQuantity2,enter numerator of percent with variable-1,0.902,0.985244472372513,,1,Attempt,OK,False,0,omitted,{value=y},GRADUATED,empty-variant,0,-1,False,[],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,9f693050-dae3-4391-ae6b-24e3ec4d2bd6,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709162229,ratio_proportion_change4,ratio_proportion_mix4-074,OptionalTask_2,,,,,1,Attempt,OK,False,0,omitted,{value=true},GRADUATED,empty-variant,0,-1,False,[],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,bcc920f0-a76c-401d-a02f-176fc842597a,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709175881,ratio_proportion_change4,ratio_proportion_mix4-074,FirstRow2:1,,,,,1,Attempt,OK,False,0,omitted,{value=651},GRADUATED,empty-variant,0,-1,False,[],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,00b6eab2-3d90-41b3-8a72-c693b418f4be,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709182306,ratio_proportion_change4,ratio_proportion_mix4-074,FirstRow2:2,,,,,1,Attempt,OK,False,0,omitted,{value=100},GRADUATED,empty-variant,0,-1,False,[],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,60aa59dd-4967-496c-9459-bf9c1293a023,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709189976,ratio_proportion_change4,ratio_proportion_mix4-074,FirstRow1:1,,,,,1,Attempt,OK,False,0,omitted,{value=700},GRADUATED,empty-variant,0,-1,False,[],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,a1ff3782-7e9b-4555-9140-14543cf91d57,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709191987,ratio_proportion_change4,ratio_proportion_mix4-074,FirstRow1:2,,,,,1,Attempt,OK,False,0,omitted,{value=x},GRADUATED,empty-variant,0,-1,False,[],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,478d4155-d70e-49bb-aac0-0c0c966d3f06,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709198208,ratio_proportion_change4,ratio_proportion_mix4-074,SecondRow,,,,,1,Attempt,OK,False,0,omitted,{value=65100},GRADUATED,empty-variant,0,-1,False,[],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,111cbd84-fb5f-44f4-b26f-c6e6db5762ab,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709227498,ratio_proportion_change4,ratio_proportion_mix4-074,ThirdRow,,,,,1,Attempt,OK,False,0,omitted,{value=93},GRADUATED,empty-variant,0,-1,False,[],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,c19766a0-692b-4120-b6a0-f85a8144d138,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709231615,ratio_proportion_change4,ratio_proportion_mix4-074,FinalAnswer,calculate percent-1,0.632,0.902456718090267,,1,Attempt,OK,False,0,omitted,{value=93},GRADUATED,empty-variant,0,-1,False,[],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,c2389020-9c89-4ec9-9920-39e311aa19dd,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709231796,ratio_proportion_change4,ratio_proportion_mix4-074,OptionalTask_1,,,,,1,Attempt,OK,True,0,omitted,{value=true},GRADUATED,empty-variant,0,-1,False,[],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,31d36eb6-10ca-43aa-975c-70b85c050b0b,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709231863,ratio_proportion_change4,ratio_proportion_mix4-074,NumeratorFactor,,,,,1,Attempt,OK,True,0,omitted,{value=7},GRADUATED,empty-variant,0,-1,False,[],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,46171705-478b-4ae3-9b64-b2527927ecb1,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709231896,ratio_proportion_change4,ratio_proportion_mix4-074,DenominatorFactor,,,,,1,Attempt,OK,True,0,omitted,{value=7},GRADUATED,empty-variant,0,-1,False,[],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,810588f3-915a-420e-b090-6324aeed2b02,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709231981,ratio_proportion_change4,ratio_proportion_mix4-074,EquationAnswer,,,,,1,Attempt,OK,True,0,omitted,{value=93},GRADUATED,empty-variant,0,-1,False,[],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,29b68719-579a-46eb-9481-a6f2cbc51dce,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709235544,ratio_proportion_change4,ratio_proportion_mix4-074,,,,,,0,Done,OK,False,0,omitted,,GRADUATED,empty-variant,0,-1,False,[],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,126a48c4-243d-4592-8a00-033d5e3bcae3,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709253582,ratio_proportion_change4,ratio_proportion_mix4-148,PercentChange,,,,,1,Attempt,OK,False,0,omitted,{value=increase},GRADUATED,empty-variant,0,-1,False,[pizzashop],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,30bf53a9-ccd3-46f0-b44f-56a06819921c,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709259445,ratio_proportion_change4,ratio_proportion_mix4-148,NumeratorQuantity2,enter numerator of percent change with variable-1,0.632,0.902456718090267,,1,Attempt,OK,False,0,omitted,{value=y},GRADUATED,empty-variant,0,-1,False,[pizzashop],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,88abcb55-446d-4e79-9076-140a0884d176,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709263653,ratio_proportion_change4,ratio_proportion_mix4-148,NumeratorQuantity1,enter given amount of change in proportion-1,0.42,0.88254119687771,,1,Attempt,OK,False,0,omitted,{value=63},GRADUATED,empty-variant,0,-1,False,[pizzashop],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,52eb2de9-fedc-48db-baa3-daabcd65d41f,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709268257,ratio_proportion_change4,ratio_proportion_mix4-148,DenominatorQuantity1,,,,,1,Attempt,OK,False,0,omitted,{value=84},GRADUATED,empty-variant,0,-1,False,[pizzashop],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,883ffebd-e62e-4fe1-afd8-51235193f8da,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709272010,ratio_proportion_change4,ratio_proportion_mix4-148,OptionalTask_2,,,,,1,Attempt,OK,False,0,omitted,{value=true},GRADUATED,empty-variant,0,-1,False,[pizzashop],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,b97609e7-c7cb-4b67-a161-b25c9f76d8e4,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709276964,ratio_proportion_change4,ratio_proportion_mix4-148,FirstRow2:1,,,,,1,Attempt,OK,False,0,omitted,{value=x},GRADUATED,empty-variant,0,-1,False,[pizzashop],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,36b5b3a4-27d1-47d8-984c-e71ee768178e,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709284455,ratio_proportion_change4,ratio_proportion_mix4-148,FirstRow2:2,,,,,1,Attempt,OK,False,0,omitted,{value=84},GRADUATED,empty-variant,0,-1,False,[pizzashop],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,ab565a55-d92b-4034-a87c-bd82891afb18,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709296177,ratio_proportion_change4,ratio_proportion_mix4-148,FirstRow1:1,,,,,1,Attempt,OK,False,0,omitted,{value=100},GRADUATED,empty-variant,0,-1,False,[pizzashop],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,32bb3d8c-21ff-4f9c-8a99-304fa22be058,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709299490,ratio_proportion_change4,ratio_proportion_mix4-148,FirstRow1:2,,,,,1,Attempt,OK,False,0,omitted,{value=63},GRADUATED,empty-variant,0,-1,False,[pizzashop],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,324435a5-cf84-4f57-8d4a-41cd84e7da0b,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709314880,ratio_proportion_change4,ratio_proportion_mix4-148,SecondRow,,,,,1,Attempt,OK,False,0,omitted,{value=6300},GRADUATED,empty-variant,0,-1,False,[pizzashop],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,be6a5da8-12ca-4e3d-9690-fd4ac4164d35,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709341046,ratio_proportion_change4,ratio_proportion_mix4-148,ThirdRow,,,,,1,Attempt,OK,False,0,omitted,{value=75},GRADUATED,empty-variant,0,-1,False,[pizzashop],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,7a042921-f383-485c-9e88-c6b51f96871b,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709344737,ratio_proportion_change4,ratio_proportion_mix4-148,FinalAnswer,calculate percent change in context-1,0.42,0.88254119687771,,1,Attempt,OK,False,0,omitted,{value=75},GRADUATED,empty-variant,0,-1,False,[pizzashop],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,443509b3-47d7-4c9e-b239-074f4bf8a406,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709351159,ratio_proportion_change4,ratio_proportion_mix4-148,FinalAnswerDirection,enter label of final answer-1,0.632,0.902456718090267,,1,Attempt,OK,False,0,omitted,{value=% increase},GRADUATED,empty-variant,0,-1,False,[pizzashop],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,f0549a0e-5414-413d-8447-050f3bdffe02,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709351305,ratio_proportion_change4,ratio_proportion_mix4-148,OptionalTask_1,,,,,1,Attempt,OK,True,0,omitted,{value=true},GRADUATED,empty-variant,0,-1,False,[pizzashop],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,193a2fbe-1f91-4a8a-9f65-089b84dadd69,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709351307,ratio_proportion_change4,ratio_proportion_mix4-148,DenominatorFactor,,,,,1,Attempt,OK,True,0,omitted,{value=1.19047619},GRADUATED,empty-variant,0,-1,False,[pizzashop],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,2f8bae64-48dd-4bd4-ad62-f904b6009047,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709351498,ratio_proportion_change4,ratio_proportion_mix4-148,NumeratorFactor,,,,,1,Attempt,OK,True,0,omitted,{value=1.19047619},GRADUATED,empty-variant,0,-1,False,[pizzashop],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,2135bad2-829b-43cf-b897-7fb3f44b0ddf,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709351519,ratio_proportion_change4,ratio_proportion_mix4-148,EquationAnswer,,,,,1,Attempt,OK,True,0,omitted,{value=75},GRADUATED,empty-variant,0,-1,False,[pizzashop],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,131e4583-1a0a-44f2-936c-6ab5d6b2f83e,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709368819,ratio_proportion_change4,ratio_proportion_mix4-148,,,,,,0,Done,OK,False,0,omitted,,GRADUATED,empty-variant,0,-1,False,[pizzashop],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,916e93b6-c41a-4c70-a167-ad8f16923207,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709385118,ratio_proportion_change4,ratio_proportion_mix4-127,PercentChange,,,,"is a percentChange problem, key = Initial, given percent-change",1,Attempt,ERROR,False,0,omitted,{value=increase},GRADUATED,empty-variant,0,-1,False,[shelter],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,d0f67cff-9f4f-4b4a-b1c3-f78a8611e786,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709385171,ratio_proportion_change4,ratio_proportion_mix4-127,PercentChange,,,,hint for given percent-change,0,Hint Request,INITIAL_HINT,False,2,omitted,{value=increase},GRADUATED,empty-variant,0,-1,False,[shelter],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,6a869c17-6304-4f13-a7f8-aa6a5293cd22,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709398172,ratio_proportion_change4,ratio_proportion_mix4-127,PercentChange,,,,,2,Attempt,OK,False,0,omitted,{value=increase},GRADUATED,empty-variant,0,-1,False,[shelter],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,4f519b22-aa71-48e8-bc73-d1c7e4bdc003,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709418059,ratio_proportion_change4,ratio_proportion_mix4-127,NumeratorQuantity2,enter given percent change in proportion-1,0.42,0.88254119687771,,1,Attempt,OK,False,0,omitted,{value=80},GRADUATED,empty-variant,0,-1,False,[shelter],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,2be3e09a-44b7-4169-bc3b-ec0e63163f88,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709432238,ratio_proportion_change4,ratio_proportion_mix4-127,NumeratorQuantity1,enter amount of change with variable-1,0.632,0.902456718090267,,1,Attempt,OK,False,0,omitted,{value=y},GRADUATED,empty-variant,0,-1,False,[shelter],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,60ccb292-3e87-4ef7-ac21-1a8b3fd67530,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709435442,ratio_proportion_change4,ratio_proportion_mix4-127,DenominatorQuantity1,,,,,1,Attempt,OK,False,0,omitted,{value=60},GRADUATED,empty-variant,0,-1,False,[shelter],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,e307fc19-5e63-432d-9fbf-dad975aa7ec6,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709440090,ratio_proportion_change4,ratio_proportion_mix4-127,OptionalTask_2,,,,,1,Attempt,OK,False,0,omitted,{value=true},GRADUATED,empty-variant,0,-1,False,[shelter],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,cc9bee89-770e-4bdd-abbc-a4c94623fb42,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709452577,ratio_proportion_change4,ratio_proportion_mix4-127,FirstRow2:1,,,,,1,Attempt,OK,False,0,omitted,{value=80},GRADUATED,empty-variant,0,-1,False,[shelter],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,f65246f1-ea5e-4d77-8d2d-503737fc428e,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709455245,ratio_proportion_change4,ratio_proportion_mix4-127,FirstRow2:2,,,,,1,Attempt,OK,False,0,omitted,{value=60},GRADUATED,empty-variant,0,-1,False,[shelter],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,aa89b6bd-c07a-4657-ad0b-cd9556af939d,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709459919,ratio_proportion_change4,ratio_proportion_mix4-127,FirstRow1:1,,,,,1,Attempt,OK,False,0,omitted,{value=100},GRADUATED,empty-variant,0,-1,False,[shelter],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,e77c36eb-bf0c-4c1e-bec7-b4758ce56887,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709466184,ratio_proportion_change4,ratio_proportion_mix4-127,FirstRow1:2,,,,,1,Attempt,OK,False,0,omitted,{value=x},GRADUATED,empty-variant,0,-1,False,[shelter],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,267acdfe-fdae-4a3a-b9a9-0752ffd49d69,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709487211,ratio_proportion_change4,ratio_proportion_mix4-127,SecondRow,,,,,1,Attempt,OK,False,0,omitted,{value=4800},GRADUATED,empty-variant,0,-1,False,[shelter],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,481081ac-16f4-4234-95a7-1de15e0ec30a,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709498945,ratio_proportion_change4,ratio_proportion_mix4-127,ThirdRow,,,,,1,Attempt,OK,False,0,omitted,{value=48},GRADUATED,empty-variant,0,-1,False,[shelter],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,6dc744f0-692b-4299-9137-48f2d8e70493,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709503583,ratio_proportion_change4,ratio_proportion_mix4-127,FinalAnswer,calculate final amount in context-1,0.632,0.465745025763746,entered  change-amount  or  |change-amount|,1,Attempt,JIT,False,0,omitted,{value=108},GRADUATED,empty-variant,0,-1,False,[shelter],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,c3f6f981-8a5a-4815-91af-b931fa988ed7,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709507269,ratio_proportion_change4,ratio_proportion_mix4-127,,,,,,0,Done,ERROR,False,0,omitted,,GRADUATED,empty-variant,0,-1,False,[shelter],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,0d83a3f5-82bd-4759-a9b1-c844a257971b,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709541597,ratio_proportion_change4,ratio_proportion_mix4-127,FinalAnswer,,,,"is a percentChange problem, percent-change is given, any method-answer-gns final GN complete",2,Attempt,ERROR,False,0,omitted,{value=108},GRADUATED,empty-variant,0,-1,False,[shelter],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,e483d081-8e99-4dbd-ac7a-c44df0c8dff9,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709552885,ratio_proportion_change4,ratio_proportion_mix4-127,FinalAnswer,,,,"is a percentChange problem, percent-change is given, any method-answer-gns final GN complete",3,Attempt,ERROR,False,0,omitted,{value=108},GRADUATED,empty-variant,0,-1,False,[shelter],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,302bfe64-dba5-4226-8e1d-61d9410f7990,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709552925,ratio_proportion_change4,ratio_proportion_mix4-127,FinalAnswer,,,,enter final from optional task,0,Hint Request,INITIAL_HINT,False,2,omitted,{value=108},GRADUATED,empty-variant,0,-1,False,[shelter],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,921379af-509f-4231-afb5-902300ceee95,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709563419,ratio_proportion_change4,ratio_proportion_mix4-127,FinalAnswer,,,,"is a percentChange problem, percent-change is given, any method-answer-gns final GN complete",4,Attempt,ERROR,False,0,omitted,{value=108},GRADUATED,empty-variant,0,-1,False,[shelter],sch_BGCFT77771,clsZHOOL69615
stu_GELPT83462,8baaf276-47f2-4388-9864-9a7fd62c7854,6v29zjgvxmehzqor4mpkbm0dzao:1668708783376,1668709563471,ratio_proportion_change4,ratio_proportion_mix4-127,FinalAnswer,,,,enter final from optional task,0,Hint Request,INITIAL_HINT,False,2,omitted,{value=108},GRADUATED,empty-variant,0,-1,False,[shelter],sch_BGCFT77771,clsZHOOL69615
